Time (seconds),CO conc (ppm),Ethylene conc (ppm),Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16
7550.0,240.0,6.67,3002.9,-4.56,4870.39,5387.31,2293.16,2658.91,5834.24,6108.23,1247.8,1459.05,5108.07,4264.49,1127.61,1226.22,5458.16,4774.91
7600.0,240.0,0.0,2974.34,-3.74,4439.82,4927.84,2173.81,2554.66,5141.58,5358.85,1250.48,1437.51,4691.18,3954.44,1096.66,1195.13,4825.18,4348.44
7650.0,240.0,0.0,2881.04,397.87,4004.7,4470.09,2089.25,2468.8,4644.61,4906.11,1198.4,1396.14,4280.4,3591.42,1064.89,1168.68,4396.51,3969.67
7700.0,240.0,0.0,2854.36,12.06,3917.46,4371.93,2068.83,2468.54,4557.52,4788.78,1172.13,1382.2,4192.33,3524.1,1036.07,1162.99,4268.46,3914.62
7750.0,240.0,0.0,2825.38,125.41,3938.29,4381.69,2061.25,2477.66,4561.66,4781.31,1164.62,1371.25,4183.15,3536.92,1050.56,1171.52,4267.14,3915.88
7800.0,240.0,0.0,2816.82,16.47,3893.54,4353.8,2094.25,2442.03,4468.39,4723.57,1158.74,1358.01,4156.68,3509.83,1048.37,1156.91,4195.61,3855.94
7850.0,240.0,0.0,2789.87,39.05,3877.85,4293.36,2049.89,2460.45,4466.0,4753.63,1150.84,1348.36,4124.46,3478.41,1049.56,1147.4,4200.53,3837.53
7900.0,240.0,0.0,2788.54,24.64,3851.25,4272.44,2039.5,2458.18,4462.94,4657.19,1162.59,1365.57,4095.95,3442.73,1048.97,1162.99,4147.55,3840.33
7950.0,240.0,11.67,2771.0,28.56,4081.73,4537.19,2127.67,2518.59,4951.45,5220.73,1162.39,1360.11,4299.35,3652.73,1080.85,1171.72,4593.48,4215.64
8000.0,240.0,11.67,3008.68,33.81,5773.66,6345.21,2491.36,2805.34,7121.36,7447.61,1310.33,1509.5,5958.86,4981.71,1150.43,1270.5,6618.88,5675.47
8050.0,240.0,0.0,3080.41,36.76,5100.65,5610.95,2278.18,2630.28,5791.5,6019.61,1366.41,1528.5,5360.38,4463.62,1114.93,1236.49,5487.77,4793.06
8100.0,240.0,0.0,2872.68,28.73,4082.05,4532.72,2101.16,2528.29,4712.29,4935.46,1259.14,1424.53,4357.15,3662.44,1063.49,1178.02,4438.46,4043.75
8150.0,240.0,0.0,2773.92,32.33,3932.92,4389.43,2066.7,2498.73,4555.1,4810.89,1224.99,1379.89,4198.23,3555.43,1057.32,1148.61,4322.35,3948.74
8200.0,240.0,8.33,2941.28,33.81,3910.84,4369.91,2053.44,2472.09,4516.24,4773.85,1203.91,1361.79,4196.26,3524.7,1051.55,1159.34,4251.58,3867.2
8250.0,0.0,8.33,2368.64,27.58,3828.49,4202.17,1854.37,2171.16,4721.1,4994.88,1046.98,1214.34,4085.28,3346.08,951.48,1060.51,4615.35,3765.29
8300.0,0.0,8.33,1624.04,23.98,4782.38,5212.06,1936.36,2204.76,5759.91,6064.42,865.3,1038.84,5104.36,4050.17,979.86,1085.65,5755.46,4420.5
8350.0,306.67,0.0,2521.14,25.95,4475.54,4943.45,2195.56,2578.05,5171.12,5430.6,1129.02,1258.52,4740.53,3999.27,1087.65,1175.58,4898.88,4423.89
8400.0,346.67,0.0,2928.48,87.34,4220.58,4698.56,2147.81,2553.38,4877.23,5161.76,1214.95,1356.96,4527.23,3799.3,1075.46,1176.6,4648.45,4233.09
8450.0,346.67,10.0,3166.18,91.32,5068.06,5630.01,2394.09,2760.65,6334.78,6606.75,1309.92,1470.18,5333.93,4499.8,1145.38,1252.95,5889.52,5264.22
8500.0,0.0,10.0,3406.36,95.13,5808.57,6431.76,2519.1,2844.69,7033.55,7365.74,1494.64,1628.66,6096.41,5054.76,1173.35,1290.17,6598.23,5730.85
8550.0,0.0,10.0,2063.85,86.19,5489.73,5953.47,2101.63,2336.61,6561.99,6893.51,1073.06,1220.07,5819.97,4647.75,1029.93,1144.37,6542.37,5071.01
8600.0,280.0,10.0,1967.51,99.12,5472.56,6025.46,2415.38,2730.51,6730.66,7053.4,1093.26,1199.62,5675.87,4665.23,1111.71,1240.4,6363.49,5409.7
8650.0,280.0,10.0,2901.87,94.8,5672.67,6283.26,2463.49,2773.12,6836.11,7209.12,1390.01,1478.53,5952.23,4919.5,1147.6,1267.19,6470.97,5571.38
8700.0,333.33,10.0,3146.46,100.61,5686.27,6269.46,2468.54,2774.72,6859.67,7208.64,1486.04,1578.25,5976.29,4965.65,1140.73,1283.12,6525.01,5582.44
8750.0,333.33,10.0,3315.71,103.6,5836.68,6458.61,2537.24,2850.87,7026.47,7410.52,1577.6,1690.39,6150.15,5096.94,1165.63,1303.68,6647.25,5754.65
8800.0,333.33,10.0,3367.56,104.43,5820.37,6436.6,2520.12,2842.81,7038.74,7404.61,1628.44,1718.26,6148.87,5112.9,1165.02,1303.88,6658.98,5781.36
8850.0,333.33,10.0,3386.5,106.76,5805.31,6433.08,2516.3,2828.86,7005.73,7390.32,1650.04,1745.59,6155.24,5102.13,1141.94,1303.05,6667.57,5755.06
8900.0,346.67,10.0,3398.17,105.43,5899.39,6545.93,2553.12,2863.78,7090.88,7522.74,1690.39,1755.03,6241.51,5175.24,1177.62,1309.71,6793.77,5840.77
8950.0,346.67,10.0,3417.48,110.25,5880.89,6459.49,2525.99,2852.21,7074.26,7435.72,1697.96,1788.86,6206.81,5153.91,1169.69,1295.36,6726.56,5833.42
9000.0,293.33,10.0,3430.39,106.76,5856.71,6472.73,2524.72,2837.44,7057.66,7414.97,1717.36,1782.76,6199.97,5135.24,1153.87,1295.57,6716.09,5824.85
9050.0,293.33,10.0,3285.19,117.08,5810.6,6403.68,2492.38,2779.5,6973.78,7359.36,1663.98,1731.68,6122.18,5068.43,1154.28,1285.82,6622.03,5676.27
9100.0,0.0,10.0,2976.53,111.58,5410.86,5941.05,2221.03,2478.42,6507.25,6837.95,1508.2,1610.86,5781.77,4681.71,1052.15,1187.38,6387.06,5198.52
9150.0,0.0,10.0,1816.98,106.09,5584.81,6052.67,2088.06,2304.24,6598.23,7017.03,1148.41,1239.16,5969.23,4739.47,1000.3,1126.2,6705.19,5111.42
9200.0,0.0,10.0,1590.05,86.85,5669.47,6111.61,2086.16,2295.13,6671.64,7044.89,1014.7,1102.08,5991.25,4735.58,1004.24,1141.13,6757.58,5100.65
9250.0,0.0,8.33,1494.21,89.0,5734.88,6170.97,2083.31,2328.44,6722.92,7077.58,948.36,1048.57,6044.71,4777.05,996.37,1127.81,6809.39,5138.23
9300.0,253.33,8.33,2321.51,98.45,5311.39,5876.79,2344.54,2671.18,6311.79,6640.49,1233.41,1313.04,5575.72,4604.93,1105.89,1249.45,5994.59,5159.14
9350.0,253.33,8.33,2764.1,103.1,5322.84,5878.02,2340.82,2665.17,6363.49,6696.11,1377.57,1458.84,5610.95,4658.59,1116.34,1241.01,6018.77,5216.58
9400.0,226.67,8.33,2847.37,108.59,5228.65,5764.76,2308.93,2615.24,6203.81,6580.31,1424.32,1512.52,5510.45,4563.38,1093.66,1230.74,5923.29,5067.69
9450.0,226.67,8.33,2882.93,110.92,5197.39,5714.76,2289.23,2622.5,6187.59,6531.24,1433.04,1524.18,5496.37,4545.11,1095.86,1205.54,5899.39,5074.71
9500.0,0.0,8.33,2703.4,118.24,4795.19,5278.64,2074.29,2347.52,5755.87,6059.39,1355.07,1475.75,5195.88,4213.67,1007.2,1135.48,5688.68,4634.5
9550.0,0.0,8.33,1699.74,105.76,4885.16,5276.36,1924.08,2188.3,5791.1,6090.09,1057.52,1157.52,5253.23,4198.56,976.52,1084.65,5886.23,4507.67
9600.0,266.67,8.33,2279.16,103.44,5227.52,5758.69,2319.04,2651.61,6300.97,6639.58,1264.09,1338.93,5481.14,4565.45,1097.66,1220.69,6009.59,5156.52
9650.0,266.67,8.33,2800.53,107.59,5329.34,5870.23,2337.6,2673.01,6364.8,6694.74,1430.27,1503.46,5651.51,4678.2,1110.31,1221.1,6061.49,5266.87
9700.0,293.33,8.33,3006.75,103.27,5410.47,5966.74,2370.89,2704.45,6420.78,6758.04,1523.1,1601.43,5720.79,4751.5,1108.5,1249.04,6145.05,5341.21
9750.0,0.0,8.33,3099.93,117.24,5385.77,5955.54,2392.84,2713.39,6494.4,6789.64,1565.18,1640.77,5722.4,4783.09,1138.51,1249.86,6173.1,5389.24
9800.0,0.0,8.33,2071.2,100.28,4841.3,5257.39,1946.33,2203.31,5746.98,6066.11,1208.82,1303.26,5229.41,4175.3,979.07,1106.69,5879.66,4532.04
9850.0,266.67,8.33,1635.7,107.42,4900.69,5351.17,2221.27,2563.65,5994.59,6332.17,1074.66,1141.33,5186.12,4159.62,1046.78,1170.91,5814.26,4846.68
9900.0,266.67,8.33,2658.38,104.27,5335.46,5900.62,2344.04,2690.54,6406.31,6735.67,1413.5,1484.33,5692.28,4678.2,1102.28,1227.04,6101.05,5301.47
9950.0,346.67,8.33,2957.92,103.1,5510.45,6096.83,2436.74,2771.0,6557.52,6959.26,1552.35,1611.73,5837.91,4840.22,1112.72,1257.28,6313.09,5488.16
10000.0,346.67,8.33,3190.21,104.43,5527.7,6098.94,2420.65,2757.74,6578.97,6965.81,1658.0,1687.72,5873.92,4901.05,1139.72,1266.57,6293.62,5491.29
10050.0,0.0,8.33,2848.99,95.8,4911.54,5395.41,2090.44,2358.94,5801.66,6172.25,1494.21,1575.2,5298.42,4321.01,1028.34,1139.72,5788.26,4685.57
10100.0,0.0,10.0,1715.13,96.3,4927.48,5309.48,1929.87,2169.47,5798.81,6165.02,1125.8,1212.5,5316.35,4203.15,962.23,1094.26,5942.71,4547.87
10150.0,360.0,10.0,2331.41,104.1,5795.56,6373.08,2477.15,2802.13,7080.43,7465.46,1388.32,1418.38,6084.19,5044.07,1128.42,1271.33,6703.82,5781.77
10200.0,360.0,10.0,3080.41,117.58,5845.67,6443.2,2495.42,2818.16,7129.0,7496.8,1636.36,1680.83,6213.65,5190.62,1143.56,1277.53,6831.95,5934.44
10250.0,0.0,10.0,2848.99,100.61,5433.31,5966.32,2177.19,2416.89,6477.15,6882.83,1529.8,1583.93,5835.87,4719.69,1065.68,1170.91,6470.08,5171.87
10300.0,0.0,10.0,1740.88,111.42,5641.15,6083.35,2068.12,2273.52,6614.39,7031.19,1161.57,1238.13,6040.52,4761.78,991.45,1132.05,6753.93,5127.04
10350.0,0.0,10.0,1500.23,102.77,5709.14,6142.51,2063.38,2277.44,6698.37,7089.93,1039.24,1107.7,6083.35,4803.04,988.11,1114.53,6837.49,5172.99
10400.0,0.0,10.0,1448.16,97.13,5754.25,6194.42,2076.18,2276.71,6734.3,7081.38,985.75,1048.77,6134.45,4813.03,972.02,1097.46,6895.37,5191.0
10450.0,0.0,10.0,1413.07,96.63,5795.16,6256.55,2089.01,2265.19,6764.44,7152.91,955.0,1010.75,6157.79,4852.42,976.13,1114.53,6926.09,5191.0
10500.0,0.0,10.0,1402.48,91.49,5831.79,6227.35,2055.33,2272.05,6825.96,7174.0,922.86,995.19,6145.48,4835.56,978.29,1121.97,6993.97,5224.12
10550.0,346.67,10.0,1597.92,93.14,5580.46,6111.61,2383.85,2651.09,6775.43,7149.56,1019.24,1056.92,5757.89,4660.34,1081.85,1212.91,6483.34,5458.16
10600.0,346.67,10.0,2784.55,97.79,5892.4,6527.24,2490.6,2820.57,7026.47,7473.41,1490.13,1518.34,6241.94,5138.23,1121.17,1265.13,6785.51,5815.89
10650.0,0.0,10.0,2695.53,108.09,5413.95,5971.72,2169.95,2403.85,6496.17,6876.8,1432.82,1473.17,5834.24,4730.99,1021.22,1149.83,6517.91,5222.99
10700.0,0.0,10.0,1717.81,92.98,5663.48,6087.98,2079.51,2279.9,6661.69,7038.74,1124.79,1177.01,6084.61,4808.03,980.25,1114.93,6825.96,5190.25
10750.0,226.67,10.0,2055.57,99.28,5590.35,6099.79,2343.05,2640.67,6668.02,7028.82,1248.42,1276.91,5844.44,4782.73,1081.85,1208.82,6393.18,5384.23
10800.0,226.67,10.0,2683.99,101.94,5636.37,6226.07,2371.63,2658.64,6740.23,7120.88,1459.05,1497.65,6005.42,4897.43,1065.49,1215.57,6501.93,5508.1
10850.0,0.0,10.0,2282.35,102.11,5476.46,5939.81,2089.49,2330.17,6546.38,6923.75,1296.19,1351.29,5923.7,4757.17,1014.5,1129.23,6671.19,5159.52
10900.0,0.0,16.67,1618.76,89.83,5675.87,6122.6,2060.3,2268.13,6673.45,7095.16,1102.08,1157.11,6088.82,4804.11,986.73,1118.75,6857.35,5189.5
10950.0,0.0,16.67,1589.61,99.28,7492.81,8049.88,2431.46,2584.49,8790.71,9321.97,1076.06,1120.16,7786.53,6150.15,1052.94,1195.13,8816.61,6639.13
11000.0,0.0,16.67,1628.44,88.84,7732.11,8296.06,2446.82,2589.39,8920.33,9467.06,1081.45,1129.23,8007.03,6300.54,1072.86,1228.89,9032.87,6766.73
11050.0,0.0,0.0,1547.79,84.86,5045.18,5472.95,1757.95,1984.55,5067.32,5332.02,1026.96,1079.65,5617.29,4264.49,921.31,1046.98,5550.49,4023.56
11100.0,0.0,0.0,1266.57,108.42,2705.24,2935.01,1330.78,1657.34,2794.4,2966.68,888.98,941.53,3124.0,2376.12,795.61,875.11,3222.0,2341.07
11150.0,0.0,0.0,1146.39,90.0,2235.88,2422.91,1255.84,1618.1,2395.09,2558.0,841.14,854.36,2561.08,2009.62,792.96,830.44,2733.15,2008.91
11200.0,0.0,0.0,1109.3,92.98,2024.42,2208.89,1230.74,1590.48,2229.54,2363.67,797.32,816.33,2330.42,1840.66,769.69,812.52,2508.91,1863.52
11250.0,0.0,0.0,1073.26,87.18,1896.14,2076.66,1210.04,1572.37,2115.24,2252.47,774.03,793.91,2211.56,1746.71,749.72,807.2,2394.09,1794.97
11300.0,0.0,0.0,1053.34,76.76,1814.93,1995.55,1192.28,1571.06,2029.6,2174.77,746.33,754.42,2111.18,1699.51,752.16,795.99,2310.65,1720.27
11350.0,0.0,15.0,1046.19,79.24,1753.9,1924.54,1200.44,1562.56,1970.54,2117.63,721.76,743.7,2039.74,1622.28,738.25,791.06,2247.58,1664.86
11400.0,0.0,15.0,1162.59,77.09,5810.6,6154.39,2151.18,2401.35,7604.08,7925.08,791.63,819.0,5906.8,4847.75,987.32,1133.26,7378.51,5734.48
11450.0,0.0,15.0,1505.4,71.64,7064.77,7566.33,2317.32,2496.95,8276.47,8733.42,876.26,929.47,7365.74,5805.72,1023.99,1161.37,8406.78,6336.52
11500.0,0.0,16.67,1593.55,72.46,7577.39,8123.36,2409.86,2569.3,8814.31,9317.72,933.94,1000.11,7828.85,6199.11,1041.82,1185.96,8964.72,6738.41
11550.0,0.0,10.0,1664.64,68.83,7754.66,8282.99,2415.38,2577.02,8961.21,9452.27,984.57,1028.54,8034.52,6371.78,1039.44,1194.93,9122.91,6841.64
11600.0,0.0,10.0,1584.15,80.72,6157.79,6591.06,2077.85,2273.52,6924.22,7348.09,966.73,1001.09,6555.74,5151.29,995.78,1102.88,7259.88,5406.22
11650.0,0.0,0.0,1523.1,396.12,5705.92,6109.07,1953.54,2171.16,6426.49,6767.64,946.21,998.93,6121.33,4751.85,937.83,1079.85,6729.75,5017.23
11700.0,0.0,0.0,1323.05,230.96,2844.69,3116.71,1349.4,1669.07,2965.58,3147.87,868.95,896.13,3303.6,2509.16,789.93,880.31,3456.57,2478.93
11750.0,306.67,16.67,2095.68,256.75,4218.6,4686.97,2077.85,2467.79,4912.26,5129.65,1115.94,1169.49,4479.64,3781.97,1019.05,1115.73,4647.4,4282.39
11800.0,306.67,16.67,2860.55,279.23,6635.98,7307.04,2622.24,2907.56,8201.21,8617.05,1467.18,1500.45,6934.02,5705.12,1139.11,1269.26,7739.79,6609.0
11850.0,306.67,6.67,3208.36,287.32,6927.49,7675.49,2668.82,2933.92,8335.37,8824.11,1723.18,1718.93,7307.04,5988.34,1165.43,1309.29,8071.65,6753.47
11900.0,306.67,6.67,3169.01,291.46,5320.55,5871.87,2315.83,2652.65,6148.45,6452.88,1681.05,1675.06,5728.04,4743.36,1102.48,1233.61,5950.57,5238.85
11950.0,306.67,10.0,3186.53,293.01,5259.67,5819.56,2316.82,2667.26,6193.56,6563.33,1651.37,1671.95,5661.48,4702.43,1102.28,1206.98,6001.67,5240.74
12000.0,306.67,10.0,3266.54,305.27,5848.53,6441.88,2439.26,2743.45,7024.11,7401.65,1725.64,1749.41,6233.78,5172.99,1116.94,1258.52,6727.47,5830.16
12050.0,306.67,6.67,3285.19,299.57,5855.07,6446.28,2438.0,2744.51,6951.77,7391.8,1758.18,1775.98,6246.23,5164.01,1117.54,1250.27,6760.33,5801.25
12100.0,306.67,6.67,3218.87,302.5,5264.22,5816.71,2305.97,2641.2,6187.16,6546.82,1701.74,1718.48,5699.1,4723.22,1106.49,1221.71,5994.17,5253.61
12150.0,306.67,11.67,3194.46,306.48,5161.01,5683.07,2286.53,2656.3,6116.26,6447.6,1689.5,1726.98,5566.65,4626.13,1089.05,1197.38,5933.2,5222.24
12200.0,306.67,11.67,3290.36,305.44,6000.42,6584.34,2460.45,2765.96,7256.0,7666.34,1797.91,1786.6,6380.07,5282.06,1122.98,1262.86,7014.21,6003.75
12250.0,306.67,11.67,3340.86,305.09,6063.59,6682.51,2486.03,2785.88,7248.25,7663.29,1816.75,1839.98,6515.24,5371.14,1130.43,1247.8,7038.27,5994.59
12300.0,306.67,0.0,3221.72,301.29,4779.89,5275.98,2179.6,2546.97,5387.31,5720.39,1739.08,1757.5,5223.75,4330.03,1058.71,1175.38,5307.95,4731.69
12350.0,306.67,0.0,3092.68,313.74,4359.84,4803.04,2091.39,2483.24,4989.75,5331.25,1624.91,1642.1,4748.31,4018.44,1035.67,1153.27,4872.55,4421.18
12400.0,306.67,0.0,3047.63,303.71,4351.45,4786.29,2094.01,2491.11,5024.21,5279.4,1578.03,1614.81,4705.25,3998.31,1042.81,1151.65,4834.49,4409.68
12450.0,306.67,0.0,3041.54,308.21,4267.14,4695.75,2071.44,2487.55,4923.13,5209.8,1552.13,1594.42,4633.1,3952.54,1051.15,1144.37,4750.08,4355.14
12500.0,306.67,8.33,3060.95,313.4,4714.41,5205.29,2205.01,2573.93,5721.19,6070.73,1559.74,1608.44,5103.62,4273.77,1063.49,1179.85,5496.76,4930.74
12550.0,0.0,8.33,2674.31,306.3,4796.62,5260.05,1998.36,2267.64,5779.34,6130.64,1451.36,1516.4,5262.32,4259.85,968.88,1102.48,5873.51,4723.93
12600.0,0.0,0.0,1615.46,291.8,3892.28,4249.27,1609.32,1881.88,4198.23,4461.57,1155.29,1200.23,4413.4,3415.14,863.95,985.16,4539.6,3421.59
12650.0,0.0,0.0,1309.09,281.3,2466.01,2704.19,1338.3,1681.05,2730.51,2863.78,981.04,1017.27,2851.14,2235.88,788.6,856.27,3002.62,2292.92
12700.0,0.0,10.0,1193.3,268.24,2720.76,2930.38,1502.17,1850.71,3496.77,3787.53,910.45,935.11,3010.06,2501.27,839.42,930.44,3766.83,2937.46
12750.0,0.0,10.0,1325.76,258.47,5559.16,6010.01,2021.6,2248.8,6698.37,7067.61,937.64,973.58,5968.81,4714.41,950.51,1074.06,6874.02,5205.66
12800.0,253.33,10.0,1658.22,273.9,5443.39,5960.93,2283.33,2580.37,6671.64,7022.69,1081.45,1085.45,5701.11,4656.49,1050.76,1170.1,6415.08,5439.13
12850.0,253.33,10.0,2606.7,283.88,5683.87,6255.26,2365.41,2674.57,6829.19,7223.59,1435.17,1430.91,6071.15,5003.66,1076.86,1211.27,6627.43,5643.14
12900.0,213.33,10.0,2909.73,283.36,5702.71,6266.45,2360.93,2674.84,6832.42,7214.91,1551.91,1574.11,6119.21,5024.58,1087.45,1209.63,6652.66,5672.67
12950.0,213.33,10.0,2917.88,287.49,5655.1,6234.64,2356.21,2626.65,6760.33,7158.18,1610.64,1604.5,6081.24,4948.54,1072.86,1215.57,6626.08,5578.09
13000.0,266.67,10.0,2929.56,290.08,5597.87,6172.25,2333.39,2610.32,6712.46,7104.2,1629.98,1602.3,6015.43,4923.85,1066.28,1218.23,6599.12,5548.53
13050.0,266.67,10.0,3078.74,292.32,5757.89,6349.56,2381.85,2691.33,6876.34,7283.19,1705.53,1687.94,6205.1,5103.62,1109.3,1217.82,6707.46,5700.3
13100.0,266.67,10.0,3142.81,299.39,5794.75,6418.15,2400.35,2696.05,6928.42,7301.68,1736.84,1739.98,6275.07,5131.51,1087.85,1218.84,6783.68,5762.33
13150.0,266.67,10.0,3146.46,296.11,5796.78,6365.23,2391.59,2692.38,6924.22,7364.27,1749.63,1738.63,6256.55,5115.51,1099.47,1226.22,6774.97,5787.04
13200.0,306.67,10.0,3154.35,295.08,5760.72,6342.16,2403.35,2685.3,6936.82,7339.77,1783.66,1759.3,6217.5,5102.5,1080.85,1239.78,6821.82,5777.71
13250.0,306.67,10.0,3245.38,296.46,5859.17,6488.65,2435.99,2734.47,7043.47,7446.62,1808.8,1824.71,6354.78,5207.92,1090.65,1239.16,6901.41,5898.56
13300.0,306.67,10.0,3265.39,292.66,5881.71,6476.27,2426.43,2732.1,7060.98,7439.68,1862.15,1842.26,6339.12,5216.21,1099.27,1243.07,6929.82,5935.26
13350.0,306.67,10.0,3287.48,304.4,5892.4,6508.14,2427.69,2732.36,7081.85,7493.31,1840.89,1813.79,6392.74,5266.87,1110.31,1236.08,6928.42,5919.99
13400.0,226.67,10.0,3284.32,293.35,5868.18,6444.96,2440.52,2714.97,7039.21,7414.47,1867.65,1853.45,6313.53,5200.4,1106.49,1250.69,6893.04,5919.16
13450.0,226.67,10.0,3052.07,300.26,5716.37,6298.38,2350.0,2624.31,6797.44,7191.3,1785.69,1766.28,6158.64,5036.34,1083.65,1215.77,6686.58,5648.72
13500.0,0.0,10.0,2818.16,307.17,5444.56,5975.04,2151.42,2392.09,6525.46,6880.98,1637.25,1659.99,5970.47,4829.48,1003.65,1134.87,6624.73,5322.46
13550.0,0.0,10.0,1736.17,293.7,5688.68,6137.0,2038.8,2243.68,6677.98,7079.0,1290.17,1303.88,6219.21,4924.21,968.29,1098.27,6984.1,5295.0
13600.0,0.0,0.0,1524.18,11611.73,5781.77,6198.69,2015.72,2232.46,6784.59,7172.08,1167.05,1171.32,6237.22,4918.78,978.09,1093.26,7055.3,5317.49
13650.0,0.0,0.0,1318.46,191.25,3141.12,3426.28,1426.23,1707.32,3248.52,3490.84,1032.3,1041.03,3639.69,2771.53,811.95,901.54,3725.01,2741.34
13700.0,0.0,0.0,1192.89,186.69,2310.65,2566.22,1284.99,1619.2,2532.89,2709.45,941.34,934.52,2730.51,2111.89,758.0,842.48,2902.41,2163.45
13750.0,0.0,0.0,1131.64,179.94,2072.15,2279.9,1251.92,1591.58,2300.05,2451.61,880.88,889.56,2436.49,1892.92,744.45,821.86,2616.28,1952.61
13800.0,0.0,16.67,1090.65,189.22,1951.68,2135.1,1210.04,1575.64,2180.81,2320.53,843.82,837.51,2275.23,1793.39,744.26,803.02,2472.85,1860.77
13850.0,0.0,16.67,1309.29,186.35,7054.35,7520.25,2315.09,2517.57,8717.44,9152.12,929.66,926.36,7290.0,5824.85,998.14,1145.58,8690.68,6642.29
13900.0,0.0,0.0,1487.76,187.87,7691.27,8228.75,2388.35,2541.08,8940.17,9465.21,1027.75,1004.64,8014.95,6369.16,1023.79,1192.48,9185.61,6870.78
13950.0,0.0,0.0,1315.96,184.66,3455.09,3762.21,1439.21,1711.56,3490.25,3700.52,932.58,951.09,4038.94,3021.91,795.8,890.91,4085.28,2931.47
14000.0,0.0,10.0,1169.08,183.65,2403.35,2625.61,1269.05,1574.33,2529.83,2716.02,869.91,852.63,2808.27,2154.06,751.22,836.55,2997.12,2148.29
14050.0,0.0,10.0,1247.19,196.16,5281.68,5668.67,1952.61,2193.62,6505.92,6858.74,875.68,876.26,5651.91,4504.25,914.32,1050.76,6701.1,5075.08
14100.0,0.0,0.0,1346.47,185.17,5872.28,6283.69,2018.78,2231.98,6878.19,7293.89,917.62,923.25,6307.46,4990.85,949.92,1081.85,7189.86,5341.59
14150.0,0.0,0.0,1225.2,182.64,3060.67,3318.3,1399.94,1665.08,3186.53,3382.71,872.99,876.26,3538.11,2674.57,787.46,880.88,3721.02,2660.47
14200.0,0.0,6.67,1146.39,181.79,2298.58,2506.87,1236.49,1578.03,2477.41,2651.61,815.95,802.07,2680.33,2068.83,755.17,840.18,2895.37,2088.06
14250.0,0.0,6.67,1155.7,177.07,3501.81,3769.3,1592.23,1891.08,4412.39,4668.04,828.53,822.24,3866.26,3116.99,830.82,927.72,4665.58,3570.7
14300.0,0.0,0.0,1238.96,32.17,4402.25,4762.13,1759.08,1988.29,5298.42,5590.74,856.47,839.42,4847.75,3836.9,868.95,989.68,5589.56,4194.95
14350.0,0.0,0.0,1182.5,28.07,2766.75,3034.07,1329.31,1636.8,2995.75,3175.78,820.52,801.5,3220.86,2469.3,773.09,871.83,3438.91,2485.52
14400.0,200.0,0.0,1134.67,16.79,2205.98,2412.12,1247.39,1592.89,2417.89,2574.45,809.67,782.92,2579.34,1999.77,746.33,801.12,2835.83,2039.03
14450.0,200.0,0.0,2019.25,34.46,3781.97,4197.57,1907.21,2301.04,4422.54,4646.01,1098.47,1078.65,4072.7,3401.39,981.04,1074.06,4229.8,3836.9
14500.0,0.0,0.0,2365.66,38.56,3795.89,4218.6,1914.37,2313.37,4450.01,4635.54,1195.13,1194.32,4124.79,3438.61,966.92,1075.26,4232.77,3859.69
14550.0,0.0,0.0,1697.29,36.1,2359.44,2640.67,1376.51,1715.58,2598.43,2761.45,1005.62,1031.71,2721.81,2171.88,782.73,882.23,2777.64,2249.29
14600.0,333.33,0.0,1264.09,36.1,1993.91,2209.61,1270.5,1639.89,2251.98,2396.84,896.13,915.87,2321.76,1845.68,763.27,823.19,2444.55,1951.68
14650.0,333.33,0.0,2410.62,51.86,4243.32,4699.97,2061.72,2484.76,4932.92,5231.3,1278.15,1285.4,4615.7,3878.79,1017.47,1119.96,4757.52,4381.69
14700.0,0.0,0.0,2800.53,45.12,4272.44,4725.34,2067.17,2484.76,4931.83,5209.8,1416.47,1425.81,4657.89,3930.39,1035.08,1114.73,4791.63,4409.34
14750.0,0.0,0.0,1886.7,58.77,2418.9,2702.35,1389.38,1742.45,2601.78,2767.55,1121.57,1157.52,2775.25,2220.3,786.33,867.99,2735.53,2267.39
14800.0,533.33,0.0,1317.21,42.5,1963.08,2196.04,1261.0,1622.5,2166.1,2336.11,949.14,967.71,2261.27,1813.57,782.35,820.14,2351.73,1883.72
14850.0,533.33,0.0,2758.27,52.19,4836.64,5327.43,2232.46,2677.19,5587.58,5871.87,1465.47,1476.6,5262.7,4494.33,1104.68,1189.42,5395.8,5019.07
14900.0,0.0,0.0,3248.52,47.59,4887.33,5386.93,2252.71,2675.1,5608.57,5925.76,1656.01,1669.07,5307.95,4548.9,1107.7,1210.86,5524.56,5142.33
14950.0,0.0,0.0,2098.78,46.11,2531.61,2853.02,1424.75,1769.89,2679.54,2852.21,1231.35,1269.47,2876.18,2299.07,820.9,901.93,2806.4,2331.41
15000.0,0.0,0.0,1354.65,38.72,1963.08,2180.81,1270.71,1636.58,2153.34,2292.43,1009.57,1050.16,2262.49,1820.16,761.2,821.86,2346.27,1901.44
15050.0,0.0,0.0,1194.52,43.81,1785.24,1971.71,1220.89,1613.93,1995.08,2127.91,914.32,917.81,2084.5,1674.17,754.98,815.76,2154.78,1714.01
15100.0,0.0,16.67,1103.08,41.35,1680.39,1861.46,1192.68,1580.65,1892.23,2017.6,856.66,853.01,1969.61,1591.58,756.11,798.08,2065.04,1626.01
