Time (seconds),CO conc (ppm),Ethylene conc (ppm),Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16
8325.0,306.67,0.0,1867.42,30.53,4927.48,5395.02,2289.97,2663.34,6119.21,6363.49,956.56,1107.09,5083.96,4204.79,1075.86,1213.93,5709.94,4963.47
8350.0,306.67,0.0,2521.14,25.95,4475.54,4943.45,2195.56,2578.05,5171.12,5430.6,1129.02,1258.52,4740.53,3999.27,1087.65,1175.58,4898.88,4423.89
8375.0,306.67,0.0,2789.61,817.85,4301.01,4792.34,2166.82,2569.3,4941.27,5223.75,1190.85,1336.63,4589.32,3865.63,1069.07,1184.13,4693.29,4267.8
8400.0,346.67,0.0,2928.48,87.34,4220.58,4698.56,2147.81,2553.38,4877.23,5161.76,1214.95,1356.96,4527.23,3799.3,1075.46,1176.6,4648.45,4233.09
8425.0,346.67,10.0,3055.12,79.57,4243.32,4758.94,2188.78,2570.59,4958.0,5236.58,1256.05,1396.14,4548.55,3843.76,1099.07,1193.3,4705.25,4323.35
8450.0,346.67,10.0,3166.18,91.32,5068.06,5630.01,2394.09,2760.65,6334.78,6606.75,1309.92,1470.18,5333.93,4499.8,1145.38,1252.95,5889.52,5264.22
8475.0,346.67,10.0,3330.44,96.79,5690.68,6315.26,2545.18,2844.69,6906.06,7297.78,1425.81,1565.39,5986.68,4982.44,1169.08,1297.23,6486.44,5639.96
8500.0,0.0,10.0,3406.36,95.13,5808.57,6431.76,2519.1,2844.69,7033.55,7365.74,1494.64,1628.66,6096.41,5054.76,1173.35,1290.17,6598.23,5730.85
8525.0,0.0,10.0,2796.0,92.48,5361.15,5872.28,2187.33,2437.5,6456.85,6808.01,1287.48,1421.14,5700.71,4604.58,1072.07,1173.96,6362.18,5058.45
8550.0,0.0,10.0,2063.85,86.19,5489.73,5953.47,2101.63,2336.61,6561.99,6893.51,1073.06,1220.07,5819.97,4647.75,1029.93,1144.37,6542.37,5071.01
8575.0,0.0,10.0,1688.83,106.76,5543.81,5999.17,2101.87,2329.92,6609.45,6934.48,990.07,1134.07,5881.71,4655.44,996.76,1135.28,6634.18,5058.45
8600.0,280.0,10.0,1967.51,99.12,5472.56,6025.46,2415.38,2730.51,6730.66,7053.4,1093.26,1199.62,5675.87,4665.23,1111.71,1240.4,6363.49,5409.7
8625.0,280.0,10.0,2631.32,91.65,5635.98,6203.81,2448.84,2768.35,6790.56,7128.52,1296.82,1405.45,5876.38,4881.92,1150.84,1262.03,6409.82,5531.23
8650.0,280.0,10.0,2901.87,94.8,5672.67,6283.26,2463.49,2773.12,6836.11,7209.12,1390.01,1478.53,5952.23,4919.5,1147.6,1267.19,6470.97,5571.38
8675.0,280.0,10.0,3047.36,93.81,5742.95,6335.65,2482.98,2790.41,6902.34,7267.64,1433.25,1535.21,6037.59,4998.17,1140.93,1252.54,6549.94,5627.23
8700.0,333.33,10.0,3146.46,100.61,5686.27,6269.46,2468.54,2774.72,6859.67,7208.64,1486.04,1578.25,5976.29,4965.65,1140.73,1283.12,6525.01,5582.44
8725.0,333.33,10.0,3232.25,109.75,5772.45,6426.05,2517.83,2833.15,7001.49,7375.07,1546.27,1620.52,6066.11,5078.41,1171.72,1277.12,6623.38,5746.98
8750.0,333.33,10.0,3315.71,103.6,5836.68,6458.61,2537.24,2850.87,7026.47,7410.52,1577.6,1690.39,6150.15,5096.94,1165.63,1303.68,6647.25,5754.65
8775.0,333.33,10.0,3357.68,103.44,5863.67,6495.73,2538.52,2844.15,7023.63,7423.86,1613.49,1687.27,6161.19,5144.94,1174.36,1310.96,6680.69,5753.44
8800.0,333.33,10.0,3367.56,104.43,5820.37,6436.6,2520.12,2842.81,7038.74,7404.61,1628.44,1718.26,6148.87,5112.9,1165.02,1303.88,6658.98,5781.36
8825.0,333.33,10.0,3386.2,100.78,5817.11,6415.52,2504.58,2831.54,7020.81,7377.04,1650.49,1724.97,6133.18,5116.25,1168.68,1295.78,6629.23,5772.45
8850.0,333.33,10.0,3386.5,106.76,5805.31,6433.08,2516.3,2828.86,7005.73,7390.32,1650.04,1745.59,6155.24,5102.13,1141.94,1303.05,6667.57,5755.06
8875.0,333.33,10.0,3393.21,105.93,5852.62,6452.44,2531.36,2856.78,7129.0,7488.83,1670.62,1755.7,6165.87,5128.91,1178.84,1314.5,6753.47,5866.95
8900.0,346.67,10.0,3398.17,105.43,5899.39,6545.93,2553.12,2863.78,7090.88,7522.74,1690.39,1755.03,6241.51,5175.24,1177.62,1309.71,6793.77,5840.77
8925.0,346.67,10.0,3424.52,100.11,5860.8,6499.27,2543.9,2840.39,7056.24,7507.27,1689.05,1765.38,6209.37,5157.65,1172.94,1307.63,6742.06,5846.49
8950.0,346.67,10.0,3417.48,110.25,5880.89,6459.49,2525.99,2852.21,7074.26,7435.72,1697.96,1788.86,6206.81,5153.91,1169.69,1295.36,6726.56,5833.42
8975.0,346.67,10.0,3444.5,121.24,5869.0,6476.27,2528.55,2861.63,7157.7,7475.4,1707.09,1784.79,6212.79,5154.65,1158.53,1302.43,6761.24,5857.12
9000.0,293.33,10.0,3430.39,106.76,5856.71,6472.73,2524.72,2837.44,7057.66,7414.97,1717.36,1782.76,6199.97,5135.24,1153.87,1295.57,6716.09,5824.85
9025.0,293.33,10.0,3355.07,114.25,5808.98,6429.56,2509.42,2831.81,7041.58,7392.29,1670.85,1748.96,6178.21,5105.1,1138.3,1287.89,6672.55,5740.53
9050.0,293.33,10.0,3285.19,117.08,5810.6,6403.68,2492.38,2779.5,6973.78,7359.36,1663.98,1731.68,6122.18,5068.43,1154.28,1285.82,6622.03,5676.27
9075.0,0.0,10.0,3259.38,124.41,5780.15,6394.49,2486.03,2788.81,6954.58,7343.68,1656.67,1715.58,6141.24,5075.45,1141.54,1262.24,6627.43,5696.29
9100.0,0.0,10.0,2976.53,111.58,5410.86,5941.05,2221.03,2478.42,6507.25,6837.95,1508.2,1610.86,5781.77,4681.71,1052.15,1187.38,6387.06,5198.52
9125.0,0.0,10.0,2257.6,103.44,5485.04,5945.6,2117.15,2363.17,6546.38,6889.79,1280.43,1383.68,5859.17,4675.74,1030.32,1152.86,6583.0,5090.63
9150.0,0.0,10.0,1816.98,106.09,5584.81,6052.67,2088.06,2304.24,6598.23,7017.03,1148.41,1239.16,5969.23,4739.47,1000.3,1126.2,6705.19,5111.42
9175.0,0.0,10.0,1649.82,104.93,5666.28,6105.27,2072.39,2299.32,6641.39,7021.75,1071.27,1146.99,5953.88,4742.3,1000.7,1129.02,6717.46,5097.68
9200.0,0.0,10.0,1590.05,86.85,5669.47,6111.61,2086.16,2295.13,6671.64,7044.89,1014.7,1102.08,5991.25,4735.58,1004.24,1141.13,6757.58,5100.65
9225.0,0.0,10.0,1535.0,90.82,5687.08,6134.03,2090.2,2301.53,6689.3,7051.98,971.23,1086.45,6006.67,4740.18,994.4,1130.23,6758.5,5118.48
9250.0,0.0,8.33,1494.21,89.0,5734.88,6170.97,2083.31,2328.44,6722.92,7077.58,948.36,1048.57,6044.71,4777.05,996.37,1127.81,6809.39,5138.23
9275.0,253.33,8.33,1663.53,108.59,5314.44,5803.69,2311.64,2633.14,6381.82,6699.28,1018.65,1098.07,5492.46,4473.5,1075.66,1197.58,6103.16,5137.11
9300.0,253.33,8.33,2321.51,98.45,5311.39,5876.79,2344.54,2671.18,6311.79,6640.49,1233.41,1313.04,5575.72,4604.93,1105.89,1249.45,5994.59,5159.14
9325.0,253.33,8.33,2611.1,102.11,5312.91,5860.4,2346.27,2679.28,6373.52,6694.74,1323.68,1404.39,5598.26,4628.22,1101.67,1231.76,6065.69,5229.03
9350.0,253.33,8.33,2764.1,103.1,5322.84,5878.02,2340.82,2665.17,6363.49,6696.11,1377.57,1458.84,5610.95,4658.59,1116.34,1241.01,6018.77,5216.58
9375.0,226.67,8.33,2840.13,104.27,5223.37,5755.06,2308.19,2630.28,6244.51,6590.61,1415.62,1506.48,5521.81,4568.56,1081.65,1225.4,5947.67,5176.74
9400.0,226.67,8.33,2847.37,108.59,5228.65,5764.76,2308.93,2615.24,6203.81,6580.31,1424.32,1512.52,5510.45,4563.38,1093.66,1230.74,5923.29,5067.69
9425.0,226.67,8.33,2867.02,108.75,5199.64,5736.9,2297.59,2617.31,6227.35,6556.18,1416.68,1495.29,5508.89,4574.44,1100.27,1215.77,5931.96,5111.05
9450.0,226.67,8.33,2882.93,110.92,5197.39,5714.76,2289.23,2622.5,6187.59,6531.24,1433.04,1524.18,5496.37,4545.11,1095.86,1205.54,5899.39,5074.71
9475.0,0.0,8.33,2860.82,104.6,5171.49,5670.67,2270.33,2607.47,6189.72,6515.24,1448.38,1527.2,5477.63,4553.03,1086.05,1212.09,5915.04,5086.56
9500.0,0.0,8.33,2703.4,118.24,4795.19,5278.64,2074.29,2347.52,5755.87,6059.39,1355.07,1475.75,5195.88,4213.67,1007.2,1135.48,5688.68,4634.5
9525.0,0.0,8.33,2081.65,102.77,4798.76,5211.69,1944.71,2201.13,5772.85,6074.51,1163.4,1287.69,5201.52,4146.58,959.88,1096.86,5862.85,4556.14
9550.0,0.0,8.33,1699.74,105.76,4885.16,5276.36,1924.08,2188.3,5791.1,6090.09,1057.52,1157.52,5253.23,4198.56,976.52,1084.65,5886.23,4507.67
9575.0,266.67,8.33,1561.69,98.79,4749.02,5170.37,2023.01,2336.11,5637.57,5934.85,997.55,1109.7,5090.26,3997.04,1009.57,1112.92,5608.96,4492.96
9600.0,266.67,8.33,2279.16,103.44,5227.52,5758.69,2319.04,2651.61,6300.97,6639.58,1264.09,1338.93,5481.14,4565.45,1097.66,1220.69,6009.59,5156.52
9625.0,266.67,8.33,2641.2,120.91,5268.01,5804.91,2334.62,2679.02,6387.93,6699.74,1384.31,1459.48,5580.86,4636.94,1098.27,1214.13,6074.93,5291.19
9650.0,266.67,8.33,2800.53,107.59,5329.34,5870.23,2337.6,2673.01,6364.8,6694.74,1430.27,1503.46,5651.51,4678.2,1110.31,1221.1,6061.49,5266.87
9675.0,293.33,8.33,2904.85,109.09,5371.53,5906.38,2359.93,2734.47,6489.53,6798.82,1472.53,1546.92,5705.92,4703.84,1109.1,1251.92,6139.12,5373.45
9700.0,293.33,8.33,3006.75,103.27,5410.47,5966.74,2370.89,2704.45,6420.78,6758.04,1523.1,1601.43,5720.79,4751.5,1108.5,1249.04,6145.05,5341.21
9725.0,293.33,8.33,3043.2,108.42,5380.76,5934.85,2372.88,2706.82,6455.53,6803.87,1558.87,1608.44,5686.27,4744.77,1143.35,1240.6,6156.52,5374.22
9750.0,0.0,8.33,3099.93,117.24,5385.77,5955.54,2392.84,2713.39,6494.4,6789.64,1565.18,1640.77,5722.4,4783.09,1138.51,1249.86,6173.1,5389.24
9775.0,0.0,8.33,2729.19,106.43,4831.62,5306.05,2054.39,2326.71,5771.23,6099.36,1413.29,1507.13,5228.28,4251.25,1012.13,1125.6,5736.9,4649.5
9800.0,0.0,8.33,2071.2,100.28,4841.3,5257.39,1946.33,2203.31,5746.98,6066.11,1208.82,1303.26,5229.41,4175.3,979.07,1106.69,5879.66,4532.04
9825.0,0.0,8.33,1679.05,95.13,4895.63,5306.05,1922.92,2181.05,5767.59,6097.68,1091.05,1189.83,5328.19,4171.38,949.72,1085.65,5917.51,4527.57
9850.0,266.67,8.33,1635.7,107.42,4900.69,5351.17,2221.27,2563.65,5994.59,6332.17,1074.66,1141.33,5186.12,4159.62,1046.78,1170.91,5814.26,4846.68
9875.0,266.67,8.33,2346.52,107.76,5247.93,5790.29,2334.13,2662.56,6307.03,6668.93,1330.57,1389.8,5565.86,4592.78,1088.65,1213.93,6035.91,5184.99
9900.0,266.67,8.33,2658.38,104.27,5335.46,5900.62,2344.04,2690.54,6406.31,6735.67,1413.5,1484.33,5692.28,4678.2,1102.28,1227.04,6101.05,5301.47
9925.0,346.67,8.33,2818.43,115.08,5308.33,5865.31,2329.92,2676.14,6340.86,6687.49,1483.47,1545.62,5625.64,4676.44,1109.3,1224.99,6067.79,5256.64
9950.0,346.67,8.33,2957.92,103.1,5510.45,6096.83,2436.74,2771.0,6557.52,6959.26,1552.35,1611.73,5837.91,4840.22,1112.72,1257.28,6313.09,5488.16
9975.0,346.67,8.33,3100.21,106.43,5574.54,6173.1,2443.54,2751.39,6633.28,7017.03,1617.22,1650.04,5910.09,4924.21,1133.86,1262.65,6336.08,5550.1
10000.0,346.67,8.33,3190.21,104.43,5527.7,6098.94,2420.65,2757.74,6578.97,6965.81,1658.0,1687.72,5873.92,4901.05,1139.72,1266.57,6293.62,5491.29
10025.0,0.0,8.33,3216.6,111.92,5577.3,6206.38,2480.96,2774.72,6639.58,7044.41,1669.52,1723.4,5949.33,4935.46,1149.83,1274.64,6373.96,5537.52
10050.0,0.0,8.33,2848.99,95.8,4911.54,5395.41,2090.44,2358.94,5801.66,6172.25,1494.21,1575.2,5298.42,4321.01,1028.34,1139.72,5788.26,4685.57
10075.0,0.0,8.33,2140.85,101.28,4847.75,5275.22,1938.67,2198.95,5760.72,6133.61,1240.19,1328.48,5255.12,4202.82,995.78,1110.51,5866.95,4556.14
10100.0,0.0,10.0,1715.13,96.3,4927.48,5309.48,1929.87,2169.47,5798.81,6165.02,1125.8,1212.5,5316.35,4203.15,962.23,1094.26,5942.71,4547.87
10125.0,360.0,10.0,1562.56,98.29,5260.8,5699.9,2002.34,2233.2,6310.06,6671.64,1038.05,1147.2,5651.11,4444.58,965.16,1085.65,6436.16,4897.07
10150.0,360.0,10.0,2331.41,104.1,5795.56,6373.08,2477.15,2802.13,7080.43,7465.46,1388.32,1418.38,6084.19,5044.07,1128.42,1271.33,6703.82,5781.77
10175.0,360.0,10.0,2841.74,102.77,5943.95,6574.5,2515.02,2829.13,7107.53,7518.25,1552.35,1602.52,6277.22,5205.29,1141.13,1284.99,6837.95,5892.81
10200.0,360.0,10.0,3080.41,117.58,5845.67,6443.2,2495.42,2818.16,7129.0,7496.8,1636.36,1680.83,6213.65,5190.62,1143.56,1277.53,6831.95,5934.44
10225.0,0.0,10.0,3203.25,116.41,5904.74,6580.31,2528.8,2835.03,7100.39,7539.25,1698.4,1732.8,6333.91,5222.62,1148.21,1293.49,6849.5,5882.12
10250.0,0.0,10.0,2848.99,100.61,5433.31,5966.32,2177.19,2416.89,6477.15,6882.83,1529.8,1583.93,5835.87,4719.69,1065.68,1170.91,6470.08,5171.87
10275.0,0.0,10.0,2162.48,104.76,5529.27,6002.5,2094.25,2301.04,6556.18,6953.17,1306.38,1362.63,5960.1,4744.42,996.37,1146.59,6724.28,5147.56
10300.0,0.0,10.0,1740.88,111.42,5641.15,6083.35,2068.12,2273.52,6614.39,7031.19,1161.57,1238.13,6040.52,4761.78,991.45,1132.05,6753.93,5127.04
10325.0,0.0,10.0,1577.38,101.94,5695.49,6111.18,2056.28,2290.21,6695.65,7048.67,1087.05,1170.1,6069.89,4781.67,982.02,1128.82,6828.73,5189.5
10350.0,0.0,10.0,1500.23,102.77,5709.14,6142.51,2063.38,2277.44,6698.37,7089.93,1039.24,1107.7,6083.35,4803.04,988.11,1114.53,6837.49,5172.99
10375.0,0.0,10.0,1474.03,98.95,5741.33,6185.46,2079.75,2300.55,6753.47,7145.25,1008.78,1080.85,6132.76,4820.53,968.69,1103.48,6916.3,5189.12
10400.0,0.0,10.0,1448.16,97.13,5754.25,6194.42,2076.18,2276.71,6734.3,7081.38,985.75,1048.77,6134.45,4813.03,972.02,1097.46,6895.37,5191.0
10425.0,0.0,10.0,1426.02,92.98,5773.26,6197.83,2052.49,2271.07,6742.97,7132.34,966.92,1019.24,6118.79,4833.41,986.73,1123.38,6885.15,5181.62
10450.0,0.0,10.0,1413.07,96.63,5795.16,6256.55,2089.01,2265.19,6764.44,7152.91,955.0,1010.75,6157.79,4852.42,976.13,1114.53,6926.09,5191.0
10475.0,0.0,10.0,1432.19,86.35,5769.21,6223.5,2056.99,2271.8,6780.47,7157.22,935.89,1007.79,6142.51,4847.75,986.53,1116.74,6938.69,5177.12
10500.0,0.0,10.0,1402.48,91.49,5831.79,6227.35,2055.33,2272.05,6825.96,7174.0,922.86,995.19,6145.48,4835.56,978.29,1121.97,6993.97,5224.12
10525.0,0.0,10.0,1410.32,90.16,5811.82,6248.38,2079.98,2268.37,6807.09,7203.82,924.8,977.51,6179.06,4856.01,981.82,1119.36,6985.98,5230.54
10550.0,346.67,10.0,1597.92,93.14,5580.46,6111.61,2383.85,2651.09,6775.43,7149.56,1019.24,1056.92,5757.89,4660.34,1081.85,1212.91,6483.34,5458.16
10575.0,346.67,10.0,2400.35,109.42,5841.99,6482.46,2476.14,2783.22,7027.88,7408.55,1331.4,1355.7,6149.3,5077.67,1118.15,1264.51,6694.29,5757.48
10600.0,346.67,10.0,2784.55,97.79,5892.4,6527.24,2490.6,2820.57,7026.47,7473.41,1490.13,1518.34,6241.94,5138.23,1121.17,1265.13,6785.51,5815.89
10625.0,0.0,10.0,2996.02,105.1,5911.74,6521.46,2487.3,2806.67,7116.11,7498.29,1577.6,1592.45,6256.55,5192.13,1128.02,1258.52,6809.85,5895.27
10650.0,0.0,10.0,2695.53,108.09,5413.95,5971.72,2169.95,2403.85,6496.17,6876.8,1432.82,1473.17,5834.24,4730.99,1021.22,1149.83,6517.91,5222.99
10675.0,0.0,10.0,2068.59,96.96,5582.44,6056.45,2081.41,2295.87,6599.12,7032.6,1223.15,1286.65,6010.42,4800.54,989.29,1108.1,6753.47,5180.12
10700.0,0.0,10.0,1717.81,92.98,5663.48,6087.98,2079.51,2279.9,6661.69,7038.74,1124.79,1177.01,6084.61,4808.03,980.25,1114.93,6825.96,5190.25
10725.0,226.67,10.0,1582.62,104.1,5722.8,6140.39,2060.54,2285.3,6686.58,7057.19,1063.49,1125.4,6088.4,4808.74,990.47,1100.27,6827.81,5184.24
10750.0,226.67,10.0,2055.57,99.28,5590.35,6099.79,2343.05,2640.67,6668.02,7028.82,1248.42,1276.91,5844.44,4782.73,1081.85,1208.82,6393.18,5384.23
10775.0,226.67,10.0,2488.06,94.47,5617.69,6188.87,2362.17,2660.47,6710.64,7130.43,1394.87,1423.05,5919.99,4881.2,1095.26,1214.13,6473.17,5485.82
10800.0,226.67,10.0,2683.99,101.94,5636.37,6226.07,2371.63,2658.64,6740.23,7120.88,1459.05,1497.65,6005.42,4897.43,1065.49,1215.57,6501.93,5508.1
10825.0,0.0,10.0,2752.71,106.59,5530.45,6101.05,2271.8,2537.5,6543.7,6927.95,1498.51,1526.34,5905.15,4801.61,1062.7,1204.73,6389.24,5285.1
10850.0,0.0,10.0,2282.35,102.11,5476.46,5939.81,2089.49,2330.17,6546.38,6923.75,1296.19,1351.29,5923.7,4757.17,1014.5,1129.23,6671.19,5159.52
10875.0,0.0,10.0,1808.57,100.78,5646.73,6102.74,2065.04,2281.37,6648.15,7052.93,1167.46,1215.36,6062.33,4800.18,1000.9,1128.82,6827.34,5173.37
10900.0,0.0,16.67,1618.76,89.83,5675.87,6122.6,2060.3,2268.13,6673.45,7095.16,1102.08,1157.11,6088.82,4804.11,986.73,1118.75,6857.35,5189.5
10925.0,0.0,16.67,1540.85,90.33,6658.53,7138.08,2304.98,2482.98,8125.5,8596.2,1089.05,1138.71,6908.85,5530.05,1024.98,1175.79,8177.51,6189.72
10950.0,0.0,16.67,1589.61,99.28,7492.81,8049.88,2431.46,2584.49,8790.71,9321.97,1076.06,1120.16,7786.53,6150.15,1052.94,1195.13,8816.61,6639.13
10975.0,0.0,16.67,1618.54,94.14,7660.75,8228.21,2462.22,2598.68,8887.76,9417.84,1091.45,1134.67,7964.91,6251.39,1036.66,1200.03,8981.71,6747.08
11000.0,0.0,16.67,1628.44,88.84,7732.11,8296.06,2446.82,2589.39,8920.33,9467.06,1081.45,1129.23,8007.03,6300.54,1072.86,1228.89,9032.87,6766.73
11025.0,0.0,0.0,1631.3,110.09,7749.53,8277.01,2446.57,2590.16,8915.67,9433.2,1073.86,1113.72,8037.7,6343.47,1049.96,1202.68,9046.44,6771.31
11050.0,0.0,0.0,1547.79,84.86,5045.18,5472.95,1757.95,1984.55,5067.32,5332.02,1026.96,1079.65,5617.29,4264.49,921.31,1046.98,5550.49,4023.56
11075.0,0.0,0.0,1366.83,95.13,3343.76,3617.32,1438.15,1750.98,3378.92,3571.9,943.87,986.34,3824.45,2923.04,831.01,915.29,3851.56,2765.96
11100.0,0.0,0.0,1266.57,108.42,2705.24,2935.01,1330.78,1657.34,2794.4,2966.68,888.98,941.53,3124.0,2376.12,795.61,875.11,3222.0,2341.07
11125.0,0.0,0.0,1203.91,90.16,2398.6,2613.17,1306.59,1631.96,2522.68,2696.58,865.68,887.83,2766.75,2148.05,768.56,843.25,2909.46,2119.54
11150.0,0.0,0.0,1146.39,90.0,2235.88,2422.91,1255.84,1618.1,2395.09,2558.0,841.14,854.36,2561.08,2009.62,792.96,830.44,2733.15,2008.91
11175.0,0.0,0.0,1128.22,82.71,2103.54,2304.49,1240.6,1597.27,2294.89,2438.0,806.44,847.84,2449.6,1889.24,740.88,815.19,2619.64,1938.67
11200.0,0.0,0.0,1109.3,92.98,2024.42,2208.89,1230.74,1590.48,2229.54,2363.67,797.32,816.33,2330.42,1840.66,769.69,812.52,2508.91,1863.52
11225.0,0.0,0.0,1082.85,78.91,1961.22,2175.5,1225.61,1590.48,2155.02,2307.2,794.29,797.51,2259.31,1787.95,751.6,821.66,2469.05,1814.93
11250.0,0.0,0.0,1073.26,87.18,1896.14,2076.66,1210.04,1572.37,2115.24,2252.47,774.03,793.91,2211.56,1746.71,749.72,807.2,2394.09,1794.97
11275.0,0.0,0.0,1053.34,80.23,1862.61,2023.95,1191.66,1576.07,2065.75,2213.25,766.86,767.05,2130.07,1709.77,744.64,806.25,2351.73,1733.48
11300.0,0.0,0.0,1053.34,76.76,1814.93,1995.55,1192.28,1571.06,2029.6,2174.77,746.33,754.42,2111.18,1699.51,752.16,795.99,2310.65,1720.27
11325.0,0.0,0.0,1044.4,84.86,1798.14,1953.07,1195.74,1556.48,1994.85,2132.46,757.81,764.22,2075.23,1645.19,748.4,807.77,2274.25,1697.29
11350.0,0.0,15.0,1046.19,79.24,1753.9,1924.54,1200.44,1562.56,1970.54,2117.63,721.76,743.7,2039.74,1622.28,738.25,791.06,2247.58,1664.86
11375.0,0.0,15.0,1037.06,81.39,2071.68,2218.36,1342.28,1725.19,2624.57,2866.21,741.07,741.63,2301.53,1939.14,807.01,867.8,2899.97,2213.74
11400.0,0.0,15.0,1162.59,77.09,5810.6,6154.39,2151.18,2401.35,7604.08,7925.08,791.63,819.0,5906.8,4847.75,987.32,1133.26,7378.51,5734.48
11425.0,0.0,15.0,1418.16,77.91,6954.58,7445.13,2295.87,2489.33,8332.64,8771.77,838.08,874.91,7129.0,5690.28,1031.11,1164.41,8297.7,6278.95
11450.0,0.0,15.0,1505.4,71.64,7064.77,7566.33,2317.32,2496.95,8276.47,8733.42,876.26,929.47,7365.74,5805.72,1023.99,1161.37,8406.78,6336.52
11475.0,0.0,16.67,1544.32,69.32,7128.52,7653.14,2330.17,2485.27,8299.88,8776.36,904.64,971.82,7420.4,5863.26,1020.63,1174.77,8464.87,6359.13
11500.0,0.0,16.67,1593.55,72.46,7577.39,8123.36,2409.86,2569.3,8814.31,9317.72,933.94,1000.11,7828.85,6199.11,1041.82,1185.96,8964.72,6738.41
11525.0,0.0,16.67,1639.23,76.1,7728.53,8222.8,2415.63,2574.7,8914.51,9450.42,945.63,1013.12,7977.0,6309.63,1051.55,1192.28,9073.64,6811.23
11550.0,0.0,10.0,1664.64,68.83,7754.66,8282.99,2415.38,2577.02,8961.21,9452.27,984.57,1028.54,8034.52,6371.78,1039.44,1194.93,9122.91,6841.64
11575.0,0.0,10.0,1660.66,79.24,7034.02,7546.77,2221.76,2408.61,7838.17,8220.64,981.63,1035.67,7452.56,5838.73,1027.95,1157.93,8097.73,6015.01
11600.0,0.0,10.0,1584.15,80.72,6157.79,6591.06,2077.85,2273.52,6924.22,7348.09,966.73,1001.09,6555.74,5151.29,995.78,1102.88,7259.88,5406.22
11625.0,0.0,10.0,1553.0,72.3,5990.42,6432.64,2076.66,2262.74,6879.12,7228.91,940.37,998.93,6373.08,5010.26,970.84,1094.46,7174.0,5348.1
11650.0,0.0,0.0,1523.1,396.12,5705.92,6109.07,1953.54,2171.16,6426.49,6767.64,946.21,998.93,6121.33,4751.85,937.83,1079.85,6729.75,5017.23
11675.0,0.0,0.0,1426.87,308.21,3734.83,4033.81,1500.45,1783.43,3829.12,4033.81,906.38,940.37,4242.0,3239.1,833.88,925.58,4347.1,3129.05
11700.0,0.0,0.0,1323.05,230.96,2844.69,3116.71,1349.4,1669.07,2965.58,3147.87,868.95,896.13,3303.6,2509.16,789.93,880.31,3456.57,2478.93
11725.0,306.67,0.0,1450.72,256.92,3813.26,4142.34,1985.95,2386.85,4732.4,4970.76,906.77,941.92,3964.91,3305.9,976.33,1080.85,4551.66,4011.4
11750.0,306.67,16.67,2095.68,256.75,4218.6,4686.97,2077.85,2467.79,4912.26,5129.65,1115.94,1169.49,4479.64,3781.97,1019.05,1115.73,4647.4,4282.39
11775.0,306.67,16.67,2505.34,270.81,4684.16,5204.53,2241.73,2596.1,5760.72,6139.54,1250.07,1291.63,4954.36,4157.33,1052.35,1162.99,5499.89,4957.64
11800.0,306.67,16.67,2860.55,279.23,6635.98,7307.04,2622.24,2907.56,8201.21,8617.05,1467.18,1500.45,6934.02,5705.12,1139.11,1269.26,7739.79,6609.0
11825.0,306.67,16.67,3120.36,280.78,6843.95,7540.25,2650.3,2914.62,8337.56,8724.86,1613.05,1644.3,7171.12,5897.33,1154.89,1284.58,7975.42,6754.84
11850.0,306.67,6.67,3208.36,287.32,6927.49,7675.49,2668.82,2933.92,8335.37,8824.11,1723.18,1718.93,7307.04,5988.34,1165.43,1309.29,8071.65,6753.47
11875.0,306.67,6.67,3241.95,279.4,6115.41,6753.93,2456.92,2765.16,7012.79,7348.09,1756.83,1770.57,6576.28,5366.53,1106.49,1261.2,6791.01,5836.68
11900.0,306.67,6.67,3169.01,291.46,5320.55,5871.87,2315.83,2652.65,6148.45,6452.88,1681.05,1675.06,5728.04,4743.36,1102.48,1233.61,5950.57,5238.85
11925.0,306.67,6.67,3207.22,286.12,5218.47,5762.74,2295.38,2632.88,6123.87,6448.48,1656.01,1692.17,5580.86,4644.96,1089.05,1213.93,5951.4,5252.09
11950.0,306.67,10.0,3186.53,293.01,5259.67,5819.56,2316.82,2667.26,6193.56,6563.33,1651.37,1671.95,5661.48,4702.43,1102.28,1206.98,6001.67,5240.74
11975.0,306.67,10.0,3222.57,302.33,5824.04,6404.12,2436.49,2743.19,6913.97,7331.94,1690.61,1713.34,6191.86,5106.96,1124.59,1250.48,6664.41,5704.72
12000.0,306.67,10.0,3266.54,305.27,5848.53,6441.88,2439.26,2743.45,7024.11,7401.65,1725.64,1749.41,6233.78,5172.99,1116.94,1258.52,6727.47,5830.16
12025.0,306.67,10.0,3277.15,293.01,5820.78,6412.45,2434.23,2745.04,6926.09,7331.45,1748.28,1779.59,6232.5,5142.33,1111.51,1238.13,6717.0,5778.93
12050.0,306.67,6.67,3285.19,299.57,5855.07,6446.28,2438.0,2744.51,6951.77,7391.8,1758.18,1775.98,6246.23,5164.01,1117.54,1250.27,6760.33,5801.25
12075.0,306.67,6.67,3264.54,295.94,5427.5,5995.0,2337.84,2675.62,6307.46,6673.0,1745.81,1779.59,5851.39,4819.82,1079.25,1223.97,6172.68,5357.31
12100.0,306.67,6.67,3218.87,302.5,5264.22,5816.71,2305.97,2641.2,6187.16,6546.82,1701.74,1718.48,5699.1,4723.22,1106.49,1221.71,5994.17,5253.61
